Check_ID,Meal_Period,Item_Code,Item,Qty,Net_Revenue,Approved_Cost,Classic_CM
JUL26-02054,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02061,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02068,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02075,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02082,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02089,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02096,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02103,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02110,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02117,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02124,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02131,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02138,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02145,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02152,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02159,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02166,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02173,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02180,Lunch,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02187,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02194,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02201,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02208,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02215,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02222,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02229,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02236,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02243,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02250,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02257,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02264,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02271,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02278,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02285,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02292,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02299,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02306,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02313,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02320,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02327,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02334,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02341,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02348,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02355,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02362,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02369,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02376,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02383,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02390,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02397,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02404,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02411,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02418,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02425,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02432,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02439,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02446,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02453,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02460,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02467,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02474,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02481,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02488,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02495,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02502,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02509,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02516,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02523,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02530,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02537,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02544,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02551,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02558,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02565,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02572,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02579,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02586,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02593,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02600,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02607,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02614,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02621,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02628,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02635,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02642,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02649,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02656,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02663,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02670,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02677,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02684,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02691,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02698,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02705,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02712,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02719,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02726,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02733,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02740,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02747,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02754,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02761,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02768,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02775,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02782,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02789,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02796,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02803,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02810,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02817,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02824,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02831,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02838,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02845,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02852,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02859,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02866,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02873,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02880,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02887,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02894,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02901,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02908,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02915,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02922,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02929,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02936,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02943,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02950,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02957,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02964,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02971,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02978,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02985,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02992,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-02999,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03006,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03013,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03020,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03027,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03034,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03041,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03048,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03055,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03062,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03069,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03076,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03083,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03090,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03097,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03104,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03111,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03118,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03125,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03132,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03139,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03146,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03153,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03160,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03167,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03174,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03181,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03188,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03195,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03202,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03209,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03216,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03223,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03230,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03237,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03244,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03251,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03258,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03265,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03272,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03279,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03286,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03293,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03300,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03307,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03314,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03321,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03328,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03335,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03342,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03349,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03356,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03363,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03370,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03377,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03384,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03391,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03398,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03405,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03412,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03419,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03426,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03433,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03440,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03447,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03454,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03461,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03468,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03475,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03482,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03489,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03496,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03503,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03510,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03517,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03524,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03531,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03538,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03545,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03552,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03559,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03566,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03573,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03580,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03587,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03594,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03601,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03608,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03615,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03622,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03629,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03636,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03643,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03650,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03657,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03664,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03671,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03678,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03685,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03692,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03699,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03706,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03713,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03720,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03727,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03734,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03741,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03748,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03755,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03762,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03769,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03776,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03783,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03790,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03797,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03804,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03811,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03818,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03825,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03832,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03839,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03846,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03853,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03860,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03867,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03874,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03881,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03888,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03895,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03902,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03909,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03916,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03923,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03930,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03937,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03944,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03951,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03958,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03965,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03972,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03979,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03986,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-03993,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04000,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04007,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04014,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04021,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04028,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04035,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04042,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04049,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04056,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04063,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04070,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04077,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04084,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04091,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04098,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04105,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04112,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04119,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04126,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04133,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04140,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04147,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04154,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04161,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04168,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04175,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04182,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04189,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04196,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04203,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04210,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04217,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04224,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04231,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04238,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04245,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04252,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04259,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04266,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04273,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04280,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04287,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04294,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04301,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04308,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04315,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04322,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04329,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04336,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04343,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04350,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04357,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04364,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04371,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04378,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04385,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04392,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04399,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04406,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04413,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04420,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04427,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04434,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04441,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04448,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04455,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04462,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04469,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04476,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04483,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04490,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04497,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04504,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04511,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04518,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04525,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04532,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04539,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
JUL26-04546,Dinner,F04,Grilled Chicken,1,24.0,6.5,17.5
